11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
11,35
11,36
11,37
11,38
11,39
11,40
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,49
11,50
11,51
11,52
11,53
11,54
12,54
13,54
14,54
15,54
16,54
17,54
18,54
19,54
20,54
21,54
22,54
23,54
24,54
25,54
26,54
27,54
28,54
29,54
30,54
31,54
32,54
33,54
34,54
35,54
36,54
37,54
38,54
39,54
40,54
41,54
42,54
43,54
44,54
45,54
46,54
47,54
48,54
49,54
50,54
51,54
52,54
53,54
54,54
55,54
55,55
55,56
55,57
55,58
55,59
55,60
55,61
55,62
55,63
55,64
55,65
55,66
55,67
55,68
55,69
55,70
55,71
55,72
55,73
55,74
55,75
55,76
55,77
55,78
55,79
55,80
55,81
55,82
55,83
56,83
57,83
56,83
55,83
54,83
53,83
52,83
51,83
50,83
49,83
48,83
48,82
48,81
48,80
48,79
48,78
48,77
48,76
48,75
48,74
48,73
48,72
48,71
48,70
48,69
48,68
48,67
48,66
48,65
48,64
48,63
48,62
48,61
48,60
48,59
48,58
48,57
48,56
48,55
48,54
47,54
46,54
45,54
44,54
43,54
42,54
41,54
40,54
39,54
38,54
37,54
36,54
35,54
34,54
33,54
32,54
31,54
30,54
29,54
28,54
27,54
26,54
25,54
24,54
23,54
22,54
21,54
20,54
19,54
18,54
17,54
16,54
15,54
14,54
13,54
13,55
13,56
13,57
13,58
13,59
13,60
13,61
13,62
13,63
13,64
13,65
13,66
13,67
13,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
13,77
13,78
13,79
13,80
13,81
13,82
13,83
13,84
13,85
13,86
13,87
13,88
13,87
13,86
13,85
13,84
13,83
13,82
13,81
13,80
13,79
13,78
13,77
13,76
13,75
13,74
13,73
13,72
13,71
13,70
13,69
13,68
13,67
13,66
13,65
13,64
13,63
13,62
13,61
13,60
13,59
13,58
13,57
13,56
13,55
13,54
13,53
13,52
13,51
13,50
13,49
13,48
13,47
13,46
13,45
13,44
13,43
13,42
13,41
13,40
13,39
13,38
13,37
13,36
13,35
13,34
13,33
13,32
13,31
13,30
13,29
13,28
13,27
13,26
13,25
13,24
13,23
13,22
13,21
13,20
13,19
13,18
13,17
13,16
13,15
13,14
13,13
13,12
13,11
13,10
12,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,10
33,10
34,10
35,10
36,10
37,10
38,10
39,10
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,10
49,10
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,10
62,10
63,10
64,10
65,10
66,10
67,10
68,10
69,10
70,10
71,10
72,10
73,10
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,10
82,10
83,10
84,10
85,10
86,10
87,10
87,11
87,12
87,13
87,14
87,15
87,16
87,17
87,18
87,19
87,20
87,21
87,22
87,23
87,24
87,25
87,26
87,27
87,28
87,29
87,30
87,31
87,32
87,33
87,34
87,35
87,36
87,37
87,38
87,39
87,40
87,41
87,42
87,43
87,44
87,45
87,46
87,47
87,48
87,49
87,50
87,51
87,52
87,53
87,54
87,55
87,56
87,57
87,58
87,59
87,60
87,61
87,62
87,63
87,64
87,65
87,66
87,67
87,68
87,69
87,70
87,71
87,72
87,73
87,74
87,75
87,76
87,77
87,78
87,79
87,80
87,81
87,82
87,83
87,84
87,85
87,86
87,87
87,88
88,88
89,88
90,88
91,88
92,88
93,88
94,88
95,88
94,88
93,88
92,88
91,88
90,88
89,88
88,88
87,88
86,88
85,88
84,88
84,87
84,86
84,85
84,84
84,83
84,82
84,81
84,80
84,79
84,78
84,77
84,76
84,75
84,74
84,73
84,72
84,71
84,70
84,69
84,68
84,67
84,66
84,65
84,64
84,63
84,62
84,61
84,60
84,59
84,58
84,57
84,56
84,55
84,54
84,53
84,52
84,51
84,50
84,49
84,48
84,47
84,46
84,45
84,44
84,43
84,42
84,41
84,40
84,39
84,38
84,37
84,36
84,35
84,34
84,33
84,32
84,31
84,30
84,29
84,28
84,27
84,26
84,25
84,24
84,23
84,22
84,21
84,20
84,19
84,18
84,17
84,16
84,15
84,14
84,13
84,12
84,11
84,10
83,10
82,10
81,10
80,10
79,10
78,10
77,10
76,10
75,10
74,10
73,10
72,10
71,10
70,10
69,10
68,10
67,10
66,10
65,10
64,10
63,10
62,10
61,10
60,10
59,10
58,10
57,10
56,10
55,10
54,10
53,10
52,10
51,10
50,10
49,10
48,10
47,10
46,10
45,10
44,10
43,10
42,10
41,10
40,10
39,10
38,10
37,10
36,10
35,10
34,10
33,10
32,10
31,10
30,10
29,10
28,10
27,10
26,10
25,10
24,10
23,10
22,10
21,10
20,10
19,10
18,10
17,10
16,10
15,10
14,10
13,10
12,10
11,10
